1,8270
1,8275
1,8268
1,8254
1,8253
1,8271
1,8256
1,8257
1,8258
1,8259
1,8264
1,8281
1,8280
1,8248
1,8249
1,8247
1,8246
1,8265
1,8255
1,8266
1,8273
1,8274
1,8272
1,8245
1,8279
1,8269
1,8250
1,8251
1,8252
1,8282
1,8283
1,8267
2,5928
2,7589
2,5951
2,5934
2,5933
2,5932
2,5944
2,6501
2,5926
2,5929
2,5950
2,5935
2,5927
2,5931
2,5912
2,7197
2,5948
2,5939
2,5937
2,6753
2,5936
2,5952
2,5938
2,5943
2,5945
2,5946
2,5941
2,5947
2,5628
2,7590
2,5913
2,5911
2,5908
6,5905
3,5892
3,5887
3,5886
3,5900
3,5923
6,5906
3,5916
3,5901
7,5915
6,5921
3,5920
3,5888
6,5876
6,5897
3,5794
6,5922
6,5891
6,5896
3,5917
6,5918
6,5885
3,5883
6,5924
6,5914
3,5903
3,5919
4,5889
4,5904
3,5902
3,5884
4,5895
4,5890
25,6382
25,6398
25,6396
25,6229
25,6392
25,6186
25,6388
25,6286
25,6263
25,6353
25,6250
25,6295
25,6180
25,6394
25,6176
25,6254
25,6172
25,6237
25,6234
25,6267
25,6216
25,6308
25,6361
25,6373
25,6711
21,5854
21,6259
21,5814
21,5813
21,5825
21,5831
21,5829
21,5833
21,5827
21,5816
21,5838
21,5836
21,5817
21,5834
21,5878
21,5843
21,6881
21,5823
21,6290
21,5822
21,5812
21,5638
21,5842
21,5818
21,5832
21,5803
21,5828
21,5840
21,5845
21,5826
21,5844
21,7933
26,6225
26,6374
26,6325
26,6571
26,5727
26,2792
26,5745
26,5629
26,7134
26,7077
26,5894
26,7286
26,6715
26,5655
26,6530
26,2865
26,6834
26,5162
26,6666
26,6727
26,6589
26,6788
26,7107
26,7080
26,6585
26,2886
26,6313
26,6217
26,6676
26,5835
26,5811
26,6777
4,6269
4,6329
4,6324
4,6166
4,6222
4,6330
4,6273
4,6195
4,6341
4,6322
4,6279
4,6265
3,6266
4,6231
4,7333
3,6249
3,6357
4,6405
4,6187
4,6244
4,6238
4,6165
4,6385
4,6334
4,5736
3,5456
4,5633
4,6218
4,6209
4,6289
4,6169
4,6236
5,3766
5,3765
5,3764
5,3751
5,3771
5,3767
5,3816
5,8532
5,3773
5,3806
5,3805
5,3768
5,3804
5,3802
5,3752
5,3786
5,3803
5,3801
5,3800
5,3756
5,3755
5,3754
5,8826
5,8632
5,3815
5,8828
5,8827
5,8825
5,8830
5,8829
5,8831
5,8832
5,8833
5,8824
5,3757
6,5555
6,5550
6,5542
3,6365
6,6057
6,5543
6,5540
6,7772
6,5532
3,5549
6,6196
3,5544
6,5538
3,5547
6,5537
3,5545
3,5690
6,5548
6,6162
6,5530
6,5528
3,5553
3,5821
3,5534
6,5524
6,5635
6,5541
6,5523
6,5526
6,5539
3,5535
3,5556
3,5531
7,8331
7,8332
7,8333
7,8309
7,8310
7,8311
7,3536
7,8313
7,8322
7,8323
7,8329
7,8330
7,8314
7,8315
7,8316
7,8317
7,8324
7,8325
7,8326
7,8327
7,8328
7,8319
7,8320
7,8321
7,8318
7,8304
7,8305
7,8306
7,8307
7,6723
7,7347
7,8312
7,3377
24,5723
24,5724
24,5725
24,5819
24,5749
24,5728
24,5729
24,5730
24,5731
24,5732
24,5733
24,5882
24,5735
24,5747
24,5737
24,5739
24,6190
24,5742
24,6671
24,5744
24,5776
24,5746
24,5738
24,5750
24,5751
24,5752
16,5551
16,2872
16,6319
16,6331
16,6348
16,3202
16,2875
16,6327
16,5552
16,5748
16,5525
16,5966
16,5701
16,6220
13,6770
13,6328
13,6277
13,6260
13,6208
13,6366
13,6305
13,6853
13,6724
13,6219
13,6337
13,6261
13,6278
13,6326
13,6399
13,6360
13,6253
13,6182
13,7020
13,6406
13,6369
13,7151
13,6311
13,6408
13,2
13,6387
13,6321
13,6288
12,7335
12,5636
12,7336
12,6233
12,7301
12,7300
12,7342
12,7337
12,6177
12,7321
12,7322
12,7350
12,7332
12,7349
12,7340
12,7343
12,7339
12,7323
12,7351
12,7728
12,7334
12,7348
12,7346
12,7354
12,7331
12,7345
12,7352
12,7324
10,6304
10,6247
10,6213
10,6198
10,6178
10,6241
10,7965
10,6302
10,6184
10,6376
10,6204
10,6304
10,6207
10,6307
10,6812
10,6292
10,6221
10,7591
10,7741
10,6262
10,6390
10,6248
10,6011
10,6402
10,6297
10,6257
10,6188
9,5762
9,6349
9,6159
9,6245
9,5630
9,6333
9,6228
9,5873
9,6344
9,6306
9,7344
9,6215
9,6168
9,6211
9,6293
9,6171
9,6746
9,6243
9,6404
9,6343
9,6345
9,6296
9,6356
9,6282
9,6350
9,6255
9,5899
9,6386
8,2729
8,5560
8,5965
8,2857
8,3097
8,2859
8,5955
8,2746
8,5652
8,2858
8,5689
8,3096
8,2721
8,3100
8,5969
8,3099
8,2724
8,5970
8,7594
8,5953
8,2723
8,3098
8,5959
8,7007
8,5958
8,5954
8,5968
8,5657
8,5964
8,3101
8,2725
18,3782
18,3789
18,3790
18,3791
18,7955
18,3792
18,3813
18,3779
18,3774
18,3776
18,3799
18,3797
18,3777
18,3778
18,3809
18,3798
18,3775
18,3795
18,3793
18,3780
18,3796
18,3794
18,3807
18,3783
18,3814
18,3769
18,3788
18,3753
18,8700
18,3784
18,3808
18,3770
18,3787
18,3810
18,3811
18,3812
