Malaga,1,6264,Good,None
Malaga,1,6271,Good,None
Malaga,1,5466,Good,None
Malaga,1,6280,Good,None
Malaga,1,6256,Good,None
Malaga,1,5484,Good,None
Malaga,1,6252,Good,None
Malaga,1,5477,Good,None
Malaga,1,6397,Good,None
Malaga,1,6275,Good,None
Malaga,1,5492,Good,None
Malaga,3,8389,Good,None
Malaga,3,8398,Good,None
Malaga,3,8390,Good,None
Malaga,3,8397,Good,None
Malaga,3,8388,Good,None
Malaga,3,8404,Good,None
Malaga,3,8394,Good,None
Malaga,3,8396,Good,None
Malaga,3,8393,Good,None
Malaga,3,8403,Good,None
Malaga,3,8386,Good,None
Malaga,3,8401,Good,None
Malaga,3,8400,Good,None
Malaga,3,8391,Good,None
Malaga,3,8402,Good,None
Malaga,3,8395,Good,None
Malaga,3,8385,Good,None
Malaga,3,8399,Good,None
Malaga,3,8392,Good,None
Malaga,3,8387,Good,None
Malaga,3,8853,Good,None
Malaga,3,8855,Good,None
Malaga,3,8848,Good,None
Malaga,3,8852,Good,None
Malaga,3,8844,Good,None
Malaga,3,8851,Good,None
Malaga,3,8845,Good,None
Malaga,3,8843,Good,None
Malaga,3,8856,Good,None
Malaga,3,8847,Good,None
Malaga,3,8846,Good,None
Malaga,3,8854,Good,None
Malaga,3,8842,Good,None
Malaga,3,8850,Good,None
Malaga,3,8849,Good,None
Malaga,3,5609,Good,None
Malaga,3,5608,Good,None
Malaga,3,5310,Good,None
Malaga,3,5613,Good,None
Malaga,3,5606,Good,None
Malaga,3,5603,Good,None
Malaga,3,5618,Good,None
Malaga,3,5607,Good,None
Malaga,3,5626,Good,None
Malaga,3,5614,Good,None
Malaga,3,5616,Good,None
Malaga,3,5622,Good,None
Malaga,3,5612,Good,None
Malaga,3,5604,Good,None
Malaga,3,5615,Good,None
Malaga,3,5624,Good,None
Malaga,3,5620,Good,None
Malaga,3,5619,Good,None
Malaga,3,5602,Good,None
Malaga,3,5605,Good,None
Malaga,3,5611,Good,None
Malaga,3,5621,Good,None
Malaga,3,5623,Good,None
Malaga,3,5490,Good,None
Malaga,6,7309,Good,None
Malaga,6,7327,Good,None
Malaga,6,7303,Good,None
Malaga,6,7315,Good,None
Malaga,6,7317,Good,None
Malaga,6,7326,Good,None
Malaga,6,7302,Good,None
Malaga,6,7318,Good,None
Malaga,6,7305,Good,None
Malaga,6,7330,Good,None
Malaga,6,7313,Good,None
Malaga,6,7312,Good,None
Malaga,6,7328,Good,None
Malaga,6,7306,Good,None
Malaga,6,7320,Good,None
Malaga,6,7329,Good,None
Malaga,6,7308,Good,None
Malaga,6,7304,Good,None
Malaga,6,7310,Good,None
Malaga,6,7319,Good,None
Malaga,6,7311,Good,None
Malaga,6,7307,Good,None
Malaga,6,7325,Good,None
Malaga,6,7316,Good,None
Malaga,7,5461,Good,None
Malaga,7,5479,Good,None
Malaga,7,5473,Good,None
Malaga,7,5460,Good,None
Malaga,7,5462,Good,None
Malaga,7,5470,Good,None
Malaga,7,5980,Good,None
Malaga,7,5965,Good,None
Malaga,7,5491,Good,None
Malaga,7,5480,Good,None
Malaga,7,5458,Good,None
Malaga,7,5493,Good,None
Malaga,7,5486,Good,None
Malaga,7,5482,Good,None
Malaga,7,5467,Good,None
Malaga,7,5489,Good,None
Malaga,7,5470,Good,None
Malaga,7,5464,Good,None
Malaga,7,5462,Good,None
Malaga,7,5483,Good,None
Malaga,7,5485,Good,None
Malaga,7,5476,Good,None
Malaga,8,6354,Good,None
Malaga,8,6303,Good,None
Malaga,8,6367,Good,None
