Fremont,1,8270,Good,None
Fremont,1,8275,Good,None
Fremont,1,8268,Good,None
Fremont,1,8254,Good,None
Fremont,1,8253,Good,None
Fremont,1,8271,Good,None
Fremont,1,8256,Good,None
Fremont,1,8257,Good,None
Fremont,1,8258,Good,None
Fremont,1,8259,Good,None
Fremont,1,8264,Good,None
Fremont,1,8281,Good,None
Fremont,1,8280,Good,None
Fremont,1,8248,Good,None
Fremont,1,8249,Good,None
Fremont,1,8247,Good,None
Fremont,1,8246,Good,None
Fremont,1,8265,Good,None
Fremont,1,8255,Good,None
Fremont,3,8266,Damaged,None
Fremont,1,8273,Good,None
Fremont,1,8274,Good,None
Fremont,1,8272,Good,None
Fremont,1,8245,Good,None
Fremont,1,8279,Good,None
Fremont,1,8269,Good,None
Fremont,1,8250,Good,None
Fremont,1,8251,Good,None
Fremont,1,8252,Good,None
Fremont,1,8282,Good,None
Fremont,1,8283,Good,None
Fremont,1,8267,Good,None
Fremont,2,5928,Good,None
Fremont,2,7589,Good,None
Fremont,2,5951,Good,None
Fremont,2,5934,Good,None
Fremont,2,5933,Good,None
Fremont,2,5932,Good,None
Fremont,2,5944,Good,None
Fremont,3,6501,Damaged,None
Fremont,2,5926,Good,None
Fremont,3,5929,Damaged,None
Fremont,2,5950,Good,None
Fremont,2,5935,Good,None
Fremont,3,5927,Damaged,None
Fremont,2,5931,Good,None
Fremont,2,5912,Good,None
Fremont,2,7197,Good,None
Fremont,3,5948,Damaged,None
Fremont,3,5939,Damaged,None
Fremont,2,5937,Good,None
Fremont,2,6753,Good,None
Fremont,2,5936,Good,None
Fremont,2,5952,Good,None
Fremont,2,5938,Good,None
Fremont,3,5943,Damaged,None
Fremont,2,5945,Good,None
Fremont,2,5946,Good,None
Fremont,3,5941,Damaged,None
Fremont,2,5947,Good,None
Fremont,2,5628,Good,None
Fremont,2,7590,Good,None
Fremont,2,5913,Good,None
Fremont,2,5911,Good,None
Fremont,3,5908,Damaged,None
Fremont,6,5905,Good,None
Fremont,3,5892,Good,None
Fremont,3,5887,Good,None
Fremont,3,5886,Good,None
Fremont,3,5900,Good,None
Fremont,3,5923,Good,None
Fremont,6,5906,Good,None
Fremont,9,5916,Good,None
Fremont,3,5901,Good,None
Fremont,7,5915,Good,None
Fremont,6,5921,Good,None
Fremont,10,5920,Good,None
Fremont,3,5888,Good,None
Fremont,6,5876,Good,None
Fremont,6,5897,Good,None
Fremont,10,5794,Good,None
Fremont,6,5922,Good,None
Fremont,6,5891,Good,None
Fremont,6,5896,Good,None
Fremont,3,5917,Good,None
Fremont,6,5918,Good,None
Fremont,6,5885,Good,None
Fremont,10,5883,Good,None
Fremont,6,5924,Good,None
Fremont,6,5914,Good,None
Fremont,8,5903,Good,None
Fremont,3,5919,Damaged,None
Fremont,4,5889,Good,None
Fremont,4,5904,Good,None
Fremont,3,5902,Good,None
Fremont,3,5884,Good,None
Fremont,4,5895,Good,None
Fremont,4,5890,Good,None
Fremont,25,6382,Good,None
Fremont,25,6398,Good,None
Fremont,25,6396,Good,None
Fremont,25,6229,Good,None
Fremont,25,6392,Good,None
Fremont,25,6186,Good,None
Fremont,25,6388,Good,None
Fremont,25,6286,Good,None
Fremont,25,6263,Good,None
Fremont,25,6353,Good,None
Fremont,25,6250,Good,None
Fremont,25,6295,Good,None
Fremont,25,6180,Good,None
Fremont,25,6394,Good,None
Fremont,3,6176,Damaged,None
Fremont,25,6254,Good,None
Fremont,25,6172,Good,None
Fremont,25,6237,Good,None
Fremont,25,6234,Good,None
Fremont,25,6267,Good,None
Fremont,25,6216,Good,None
Fremont,25,6308,Good,None
Fremont,25,6361,Good,None
Fremont,25,6373,Good,None
Fremont,25,6711,Good,None
Fremont,21,5854,Good,None
Fremont,3,6259,Damaged,None
Fremont,21,5814,Good,None
Fremont,21,5813,Good,None
Fremont,21,5825,Good,None
Fremont,21,5831,Good,None
Fremont,21,5829,Good,None
Fremont,21,5833,Good,None
Fremont,21,5827,Good,None
Fremont,21,5816,Good,None
Fremont,21,5838,Good,None
Fremont,21,5836,Good,None
Fremont,21,5817,Good,None
Fremont,21,5834,Good,None
Fremont,21,5878,Good,None
Fremont,3,5843,Damaged,None
Fremont,21,6881,Good,None
Fremont,21,5823,Good,None
Fremont,21,6290,Good,None
Fremont,21,5822,Good,None
Fremont,21,5812,Good,None
Fremont,21,5638,Good,None
Fremont,3,5842,Damaged,None
Fremont,21,5818,Good,None
Fremont,21,5832,Good,None
Fremont,21,5803,Good,None
Fremont,3,5828,Damaged,None
Fremont,21,5840,Good,None
Fremont,21,5845,Good,None
Fremont,21,5826,Good,None
Fremont,21,5844,Good,None
Fremont,21,7933,Good,None
Fremont,26,6225,Good,None
Fremont,26,6374,Good,None
Fremont,26,6325,Good,None
Fremont,26,6571,Good,None
Fremont,26,5727,Good,None
Fremont,26,2792,Good,None
Fremont,26,5745,Good,None
Fremont,26,5629,Good,None
Fremont,26,7134,Good,None
Fremont,26,7077,Good,None
Fremont,26,5894,Good,None
Fremont,26,7286,Good,None
Fremont,26,6715,Good,None
Fremont,26,5655,Good,None
Fremont,26,6530,Good,None
Fremont,26,2865,Good,None
Fremont,26,6834,Good,None
Fremont,26,5162,Good,None
Fremont,26,6666,Good,None
Fremont,26,6727,Good,None
Fremont,26,6589,Good,None
Fremont,26,6788,Good,None
Fremont,26,7107,Good,None
Fremont,26,7080,Good,None
Fremont,26,6585,Good,None
