School, Room, Asset, Serial Number, Model, Physical Status, Assignment Status
FHS,None,8494,G5NXCX042569212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8505,G5NXCX043405219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8506,G5NXCX042996216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8507,G5NXCX042942219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8508,G5NXCX043427213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8509,G5NXCX043294219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8710,G5NXCX04F087220,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8712,G5NXCX04F061228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8713,G5NXCX04F037220,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8714,G5NXCX04F095228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8730,G5NXCX04F004229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8731,G5NXCX04F028223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8732,G5NXCX04F02922C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8733,G5NXCX04F002227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8734,G5NXCX04F03622B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8470,G5NXCX03P76921B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8471,G5NXCX03S52221D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8472,G5NXCX03S558212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8473,G5NXCX03S046212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8474,G5NXCX03R137214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8675,G5NXCX04249121C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8676,G5NXCX04F081226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8677,G5NXCX04F00522B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8678,G5NXCX04F03322D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8679,G5NXCX042485216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8520,G5NXCX04F038229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8521,G5NXCX04E950224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8522,G5NXCX04F04322A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8523,G5NXCX04E478227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8524,G5NXCX04F02422E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8785,G5NXCX04E938224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8786,G5NXCX04F114224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8787,G5NXCX04F12722B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8788,G5NXCX04F11222A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8789,G5NXCX04F093227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8525,G5NXCX04F103223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8526,G5NXCX04F115228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8527,G5NXCX04F104229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8528,G5NXCX04F12922F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8420,G5NXCX042632218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8529,G5NXCX04F10722G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8780,G5NXCX04E825225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8781,G5NXCX04F109229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8782,G5NXCX04F097224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8783,G5NXCX04F122226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8570,G5NXCX04258121F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8571,G5NXCX042531217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8572,G5NXCX03S16721B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8573,G5NXCX03N747218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8574,G5NXCX042547218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8510,G5NXCX04304321A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8511,G5NXCX043366211,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8512,G5NXCX043328219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8513,G5NXCX04295421E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8770,G5NXCX043485216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8726,G5NXCX03P892213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8771,G5NXCX04347321D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8772,G5NXCX04345021D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8773,G5NXCX04346921A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8774,G5NXCX043442219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8744,G5NXCX04F13222D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8743,G5NXCX04F136225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8741,G5NXCX04F02022A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8740,G5NXCX04F120229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8583,G5NXCX04F08922F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8584,G5NXCX04F086227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8580,G5NXCX04F08322A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8581,G5NXCX04F08522B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8582,G5NXCX04F077226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8604,G5NXCX04295721D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8603,G5NXCX043297212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8423,G5NXCX04337021G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8602,G5NXCX04332321B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8601,G5NXCX043351219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8600,G5NXCX043332212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8735,G5NXCX04263321C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8737,G5NXCX042496215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8736,G5NXCX04262621B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8739,G5NXCX04260621G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8456,G5NXCX04339721E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8457,G5NXCX043414219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8458,G5NXCX042825215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8639,G5NXCX04E518224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8459,G5NXCX043423214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8495,G5NXCX043390214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8496,G5NXCX042564216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8497,G5NXCX04256821B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8498,G5NXCX04256121F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8499,G5NXCX042566210,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8610,G5NXCX043364218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8611,G5NXCX043424217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8612,G5NXCX04342921C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8614,G5NXCX04305021G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8613,G5NXCX043066214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8689,G5NXCX04F01422C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8688,G5NXCX04F017222,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8687,G5NXCX04F00822B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8686,G5NXCX042465212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8552,G5NXCX04297021C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8551,G5NXCX04297521C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8550,G5NXCX04333421B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8553,G5NXCX04298821B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8554,G5NXCX043342214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8759,G5NXCX04F13422C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8758,G5NXCX04F09822E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8756,G5NXCX04F128227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8755,G5NXCX04F11922H,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8415,G5NXCX04339321C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8416,G5NXCX043399215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8419,G5NXCX04338421D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8418,G5NXCX04339621G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8417,G5NXCX042950214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8545,G5NXCX043381213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8546,G5NXCX04338021F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8547,G5NXCX042977219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8485,G5NXCX04F04422A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8548,G5NXCX04278021A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8549,G5NXCX03N37321C,ASUS Chromebook C202SA,Good,Unassigned
Fremont,1,8270,DJ1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8275,9J1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8254,6J1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8253,BVT8B62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8271,1L1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8256,1XT8B62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8257,CVT8B62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8258,JG1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8259,4J1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8264,2K1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8281,8K1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8280,7G1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8248,BRT8B62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8249,7K1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8247,5H1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8246,3H1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8265,3G1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8255,FG1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,3,8266,221HB62,Dell Chromebook 11 (3120),Damaged,None
Fremont,1,8273,2J1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8274,3J1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8272,3F1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8245,5Z0HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8279,DG1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8269,2H1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8250,1K1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8251,HJ1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8252,5N1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8282,5K1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8283,HG1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,1,8267,BG1HB62,Dell Chromebook 11 (3120),Good,None
Fremont,2,5928,HY3A91ND727299,Samsung Chromebook,Good,None
Fremont,2,7589,HY3A91ND726909,Samsung Chromebook,Good,None
Fremont,2,5951,HY3A91ND727168,Samsung Chromebook,Good,None
Fremont,2,5934,HY3A91ND727229,Samsung Chromebook,Good,None
Fremont,2,5933,HY3A91ND726963,Samsung Chromebook,Good,None
Fremont,2,5932,HY3A91ND727352,Samsung Chromebook,Good,None
Fremont,2,5944,HY3A91ND727072,Samsung Chromebook,Good,None
Fremont,3,6501,HY3A91BF608564,Samsung Chromebook,Damaged,None
Fremont,2,5926,HY3A91ND727306,Samsung Chromebook,Good,None
Fremont,3,5929,HY3A91ND727124,Samsung Chromebook,Damaged,None
Fremont,2,5950,HY3A91ND726997,Samsung Chromebook,Good,None
Fremont,2,5935,HY3A91ND726989,Samsung Chromebook,Good,None
Fremont,3,5927,HY3A91ND727265,Samsung Chromebook,Damaged,None
Fremont,2,5931,HY3A91ND727325,Samsung Chromebook,Good,None
Fremont,2,5912,HY3A91ND727126,Samsung Chromebook,Good,None
Fremont,2,7197,HY3A91BF608330,Samsung Chromebook,Good,None
Fremont,3,5948,HY3A91ND727134,Samsung Chromebook,Damaged,None
Fremont,3,5939,HY3A91ND726943,Samsung Chromebook,Damaged,None
Fremont,2,5937,HY3A91ND727304,Samsung Chromebook,Good,None
Fremont,2,6753,HY3A91AF609082,Samsung Chromebook,Good,None
Fremont,2,5936,HY3A91ND727158,Samsung Chromebook,Good,None
Fremont,2,5952,HY3A91ND727063,Samsung Chromebook,Good,None
Fremont,2,5938,HY3A91ND727045,Samsung Chromebook,Good,None
Fremont,3,5943,HY3A91ND726910,Samsung Chromebook,Damaged,None
Fremont,2,5945,HY3A91ND727271,Samsung Chromebook,Good,None
Fremont,2,5946,HY3A91ND727084,Samsung Chromebook,Good,None
Fremont,3,5941,HY3A91KD318770,Samsung Chromebook,Damaged,None
Fremont,2,5947,HY3A91ND726988,Samsung Chromebook,Good,None
Fremont,2,5628,HY3A91AF209692,Samsung Chromebook,Good,None
Fremont,2,5913,HY3A91ND727182,Samsung Chromebook,Good,None
Fremont,2,5911,HY3A91ND727097,Samsung Chromebook,Good,None
Fremont,3,5908,HY3A91ND727307,Samsung Chromebook,Damaged,None
Fremont,6,5905,HY3A91TD747073,Samsung Chromebook,Good,None
Fremont,3,5892,HY3A91TD747154,Samsung Chromebook,Good,None
Fremont,3,5887,HY3A91TD747129,Samsung Chromebook,Good,None
Fremont,3,5886,HY3A91TD630456,Samsung Chromebook,Good,None
Fremont,3,5900,HY3A91ND727133,Samsung Chromebook,Good,None
Fremont,3,5923,HY3A91TD630281,Samsung Chromebook,Good,None
Fremont,6,5906,HY3A91ND727263,Samsung Chromebook,Good,None
Fremont,9,5916,HY3A91TD747118,Samsung Chromebook,Good,None
Fremont,3,5901,HY3A91TD747106,Samsung Chromebook,Good,None
Fremont,7,5915,HY3A91TD630441,Samsung Chromebook,Good,None
Fremont,6,5921,HY3A91TD747290,Samsung Chromebook,Good,None
Fremont,10,5920,HY3A91TD747091,Samsung Chromebook,Good,None
Fremont,3,5888,HY3A91TD630227,Samsung Chromebook,Good,None
Fremont,6,5876,HY3A91JD704350,Samsung Chromebook,Good,None
Fremont,6,5897,HY3A91ND727390,Samsung Chromebook,Good,None
Fremont,6,5922,HY3A91TD630350,Samsung Chromebook,Good,None
Fremont,6,5891,HY3A91TD630217,Samsung Chromebook,Good,None
Fremont,6,5896,HY3A91TD747098,Samsung Chromebook,Good,None
Fremont,3,5917,HY3A91TD747174,Samsung Chromebook,Good,None
Fremont,6,5918,HY3A91TD747362,Samsung Chromebook,Good,None
Fremont,6,5885,HY3A91TD630025,Samsung Chromebook,Good,None
Fremont,10,5883,HY3A91ND727330,Samsung Chromebook,Good,None
Fremont,6,5924,HY3A91ND726980,Samsung Chromebook,Good,None
Fremont,8,5903,HY3A91TD747113,Samsung Chromebook,Good,None
Fremont,3,5919,HY3A91ND727047,Samsung Chromebook,Damaged,None
Fremont,4,5889,HY3A91TD746610,Samsung Chromebook,Good,None
Fremont,4,5904,HY3A91TD746980,Samsung Chromebook,Good,None
Fremont,3,5902,HY3A91TD747379,Samsung Chromebook,Good,None
Fremont,3,5884,HY3A91TD747472,Samsung Chromebook,Good,None
Fremont,4,5895,HY3A91TD630312,Samsung Chromebook,Good,None
Fremont,4,5890,HY3A91TD747139,Samsung Chromebook,Good,None
Fremont,25,6382,HY3A91AF221529,Samsung Chromebook,Good,None
Fremont,25,6398,HY3A91AF415246,Samsung Chromebook,Good,None
Fremont,25,6396,HY3A91AF415118,Samsung Chromebook,Good,None
Fremont,25,6229,HY3A91AF415331,Samsung Chromebook,Good,None
Fremont,25,6392,HY3A91AF414991,Samsung Chromebook,Good,None
Fremont,25,6186,0UG99FBF333445,Samsung Chromebook,Good,None
Fremont,25,6388,HY3A91BF410837,Samsung Chromebook,Good,None
Fremont,25,6286,HY3A91AF415820,Samsung Chromebook,Good,None
Fremont,25,6263,HY3A91AF415996,Samsung Chromebook,Good,None
Fremont,25,6353,0UG99FCF227520,Samsung Chromebook,Good,None
Fremont,25,6250,HY3A91BF411272,Samsung Chromebook,Good,None
Fremont,25,6295,0UG99FDF209683,Samsung Chromebook,Good,None
Fremont,25,6180,HY3A91AF415914,Samsung Chromebook,Good,None
Fremont,25,6394,HY3A91AF414720,Samsung Chromebook,Good,None
Fremont,25,6254,HY3A91AF415973,Samsung Chromebook,Good,None
Fremont,25,6172,HY3A91BF411111,Samsung Chromebook,Good,None
Fremont,25,6237,0UG99FCF226846,Samsung Chromebook,Good,None
Fremont,25,6234,0UG99FDF209292,Samsung Chromebook,Good,None
Fremont,25,6267,HY3A91AF415690,Samsung Chromebook,Good,None
Fremont,25,6216,0UG99FCF226760,Samsung Chromebook,Good,None
Fremont,25,6308,HY3A91AF415059,Samsung Chromebook,Good,None
Fremont,25,6361,HY3A91AF415359,Samsung Chromebook,Good,None
Fremont,25,6373,HY3A91AF220150,Samsung Chromebook,Good,None
Fremont,25,6711,HY3A91BF608828,Samsung Chromebook,Good,None
Fremont,21,5854,HY3A91KD746241,Samsung Chromebook,Good,None
Fremont,3,6259,HY3A91AF415448,Samsung Chromebook,Damaged,None
Fremont,21,5814,HY3A91ND727256,Samsung Chromebook,Good,None
Fremont,21,5813,HY3A91TD747466,Samsung Chromebook,Good,None
Fremont,21,5825,HY3A91ND727052,Samsung Chromebook,Good,None
Fremont,21,5831,HY3A91ND727095,Samsung Chromebook,Good,None
Fremont,21,5829,HY3A91ND727394,Samsung Chromebook,Good,None
Fremont,21,5833,HY3A91ND727212,Samsung Chromebook,Good,None
Fremont,21,5827,HY3A91ND727132,Samsung Chromebook,Good,None
Fremont,21,5816,HY3A91TD747056,Samsung Chromebook,Good,None
Fremont,21,5838,HY3A91ND727305,Samsung Chromebook,Good,None
Fremont,21,5836,HY3A91ND727089,Samsung Chromebook,Good,None
Fremont,21,5817,HY3A91ND727101,Samsung Chromebook,Good,None
Fremont,21,5834,HY3A91ND727235,Samsung Chromebook,Good,None
Fremont,21,5878,HY3A91KD745973,Samsung Chromebook,Good,None
Fremont,3,5843,HY3A91ND727172,Samsung Chromebook,Damaged,None
Fremont,21,6881,HY3A91AF609675,Samsung Chromebook,Good,None
Fremont,21,5823,HY3A91ND726937,Samsung Chromebook,Good,None
Fremont,21,6290,HY3A91AF416048,Samsung Chromebook,Good,None
Fremont,21,5822,HY3A91ND727093,Samsung Chromebook,Good,None
Fremont,21,5812,HY3A91ND727281,Samsung Chromebook,Good,None
Fremont,21,5638,HY3A91AF209848,Samsung Chromebook,Good,None
Fremont,3,5842,HY3A91KD746255,Samsung Chromebook,Damaged,None
Fremont,21,5818,HY3A91ND727167,Samsung Chromebook,Good,None
Fremont,21,5832,HY3A91TD747165,Samsung Chromebook,Good,None
Fremont,21,5803,HY3A91IDC03109,Samsung Chromebook,Good,None
Fremont,3,5828,HY3A91ND727203,Samsung Chromebook,Damaged,None
Fremont,21,5840,HY3A91ND727116,Samsung Chromebook,Good,None
Fremont,21,5845,HY3A91TD747285,Samsung Chromebook,Good,None
Fremont,21,5826,HY3A91ND727115,Samsung Chromebook,Good,None
Fremont,21,5844,HY3A91TD747252,Samsung Chromebook,Good,None
Fremont,21,7933,G5NXCX002088189,ASUS Chromebook C202SA,Good,None
Fremont,26,6225,0UG99FCF227508,Samsung Chromebook,Good,None
Fremont,26,6374,HY3A91AF415474,Samsung Chromebook,Good,None
Fremont,26,6325,HY3A91BF410826,Samsung Chromebook,Good,None
Fremont,26,6571,HY3A91BF608873,Samsung Chromebook,Good,None
Fremont,26,5727,HY3A91AF231570,Samsung Chromebook,Good,None
Fremont,26,2792,HY3A91ND212454,Samsung Chromebook,Good,None
Fremont,26,5745,0UG99FBF105005,Samsung Chromebook,Good,None
Fremont,26,5629,HY3A91AF209993,Samsung Chromebook,Good,None
Fremont,26,7134,HY3A91BF608864,Samsung Chromebook,Good,None
Fremont,26,7077,HY3A91BF608351,Samsung Chromebook,Good,None
Fremont,26,5894,HY3A91ND727238,Samsung Chromebook,Good,None
Fremont,26,7286,0UG99FCF701577,Samsung Chromebook,Good,None
Fremont,26,6715,HY3A91AF609179,Samsung Chromebook,Good,None
Fremont,26,5655,HY3A91AF209727,Samsung Chromebook,Good,None
Fremont,26,6530,HY3A91AF608723,Samsung Chromebook,Good,None
Fremont,26,2865,HY3A91MD745984,Samsung Chromebook,Good,None
Fremont,26,6834,HY3A91BF608811,Samsung Chromebook,Good,None
Fremont,26,5162,HY3A91KD746297,Samsung Chromebook,Good,None
Fremont,26,6666,HY3A91BF607695,Samsung Chromebook,Good,None
Fremont,26,6727,HY3A91AF609233,Samsung Chromebook,Good,None
Fremont,26,6589,HY3A91BF609093,Samsung Chromebook,Good,None
Fremont,26,6788,HY3A91BF609041,Samsung Chromebook,Good,None
Fremont,26,7107,HY3A91BF608817,Samsung Chromebook,Good,None
Fremont,26,7080,HY3A91BF609121,Samsung Chromebook,Good,None
Fremont,26,6585,HY3A91BF608774,Samsung Chromebook,Good,None
Fremont,26,2886,HY3A91MD745783,Samsung Chromebook,Good,None
Fremont,26,6313,HY3A91AF415229,Samsung Chromebook,Good,None
Fremont,26,6217,HY3A91AF416065,Samsung Chromebook,Good,None
Fremont,26,6676,HY3A91BF608742,Samsung Chromebook,Good,None
Fremont,26,5835,HY3A91TD747172,Samsung Chromebook,Good,None
Fremont,26,5811,HY3A91TD747089,Samsung Chromebook,Good,None
Fremont,26,6777,HY3A91BF608983,Samsung Chromebook,Good,None
Fremont,4,6269,HY3A91BF411232,Samsung Chromebook,Good,None
Fremont,4,6329,HY3A91AF415431,Samsung Chromebook,Good,None
Fremont,4,6324,HY3A91BF410945,Samsung Chromebook,Good,None
Fremont,4,6166,HY3A91AF415647,Samsung Chromebook,Good,None
Fremont,4,6222,0UG99FCF226758,Samsung Chromebook,Good,None
Fremont,4,6330,HY3A91AF415311,Samsung Chromebook,Good,None
Fremont,4,6273,0UG99FBF226765,Samsung Chromebook,Good,None
Fremont,4,6195,0UG99FDF209226,Samsung Chromebook,Good,None
Fremont,4,6341,HY3A91AF415115,Samsung Chromebook,Good,None
Fremont,4,6322,HY3A91AF415446,Samsung Chromebook,Good,None
Fremont,4,6279,HY3A91AF415780,Samsung Chromebook,Good,None
Fremont,4,6265,0UG99FCF226810,Samsung Chromebook,Good,None
Fremont,3,6266,HY3A91AF415913,Samsung Chromebook,Damaged,None
Fremont,4,6231,HY3A91AF415134,Samsung Chromebook,Good,None
Fremont,4,7333,HY3A91GF209492,Samsung Chromebook,Good,None
Fremont,3,6357,0UG99FCF227544,Samsung Chromebook,Damaged,None
Fremont,4,6405,0UG99FCF226873,Samsung Chromebook,Good,None
Fremont,4,6187,0UG99FCF226800,Samsung Chromebook,Good,None
Fremont,4,6244,0UG99FCF231685,Samsung Chromebook,Good,None
Fremont,4,6238,HY3A91AF415108,Samsung Chromebook,Good,None
Fremont,4,6165,HY3A91BF411348,Samsung Chromebook,Good,None
Fremont,4,6385,HY3A91AF415509,Samsung Chromebook,Good,None
Fremont,4,6334,HY3A91AF221659,Samsung Chromebook,Good,None
Fremont,4,5736,HY3A91BF223865,Samsung Chromebook,Good,None
Fremont,3,5456,HY3A91ADC01873,Samsung Chromebook,Damaged,None
Fremont,4,5633,HY3A91AF210076,Samsung Chromebook,Good,None
Fremont,4,6218,HY3A91AF412847,Samsung Chromebook,Good,None
Fremont,4,6209,HY3A91AF415832,Samsung Chromebook,Good,None
Fremont,4,6289,0UG99FCF227744,Samsung Chromebook,Good,None
Fremont,4,6169,HY3A91AF415300,Samsung Chromebook,Good,None
Fremont,4,6236,HY3A91AF415825,Samsung Chromebook,Good,None
Fremont,5,3766,G5NXCX00345218C,ASUS Chromebook C202SA,Good,None
Fremont,5,3765,G5NXCX00K113185,ASUS Chromebook C202SA,Good,None
Fremont,5,3764,G5NXCX004065186,ASUS Chromebook C202SA,Good,None
Fremont,5,3751,G5NXCX00095218B,ASUS Chromebook C202SA,Good,None
Fremont,5,3771,G5NXCX002065186,ASUS Chromebook C202SA,Good,None
Fremont,5,3767,G3NXCX01E355136,ASUS Chromebook C202SA,Good,None
Fremont,5,3816,G5NXCX002031187,ASUS Chromebook C202SA,Good,None
Fremont,5,8532,G5NXCX04264021G,ASUS Chromebook C202SA,Good,None
Fremont,5,3773,G5NXCX001996186,ASUS Chromebook C202SA,Good,None
Fremont,5,3806,G5NXCX002172180,ASUS Chromebook C202SA,Good,None
Fremont,5,3805,G5NXCX002070188,ASUS Chromebook C202SA,Good,None
Fremont,5,3768,G3NXCX01E465139,ASUS Chromebook C202SA,Good,None
Fremont,5,3804,G5NXCX00099018C,ASUS Chromebook C202SA,Good,None
Fremont,5,3802,G5NXCX002116186,ASUS Chromebook C202SA,Good,None
Fremont,5,3752,G5NXCX00111118A,ASUS Chromebook C202SA,Good,None
Fremont,5,3786,G5NXCX002150186,ASUS Chromebook C202SA,Good,None
Fremont,3,3803,G5NXCX00A580184,ASUS Chromebook C202SA,Damaged,None
Fremont,5,3801,G4NXCX02Z28517B,ASUS Chromebook C202SA,Good,None
Fremont,5,3800,G5NXCX00108318A,ASUS Chromebook C202SA,Good,None
Fremont,5,3756,G5NXCX00210718G,ASUS Chromebook C202SA,Good,None
Fremont,5,3755,G5NXCX000732185,ASUS Chromebook C202SA,Good,None
Fremont,5,3754,G5NXCX000938184,ASUS Chromebook C202SA,Good,None
Fremont,5,8632,G5NXCX04F065226,ASUS Chromebook C202SA,Good,None
Fremont,5,3815,G3NXCX01E467132,ASUS Chromebook C202SA,Good,None
Fremont,5,3757,G5NXCX002126185,ASUS Chromebook C202SA,Good,None
Fremont,6,5555,HY3A91ND727358,Samsung Chromebook,Good,None
Fremont,6,5550,HY3A91ND726998,Samsung Chromebook,Good,None
Fremont,6,5542,HY3A91ND726953,Samsung Chromebook,Good,None
Fremont,3,6365,HY3A91BF411032,Samsung Chromebook,Damaged,None
Fremont,6,6057,HY3A91BF342068,Samsung Chromebook,Good,None
Fremont,6,5540,HY3A91ND727082,Samsung Chromebook,Good,None
Fremont,6,7772,0UG99FCDC04944,Samsung Chromebook,Good,None
Fremont,6,5532,HY3A91ND727179,Samsung Chromebook,Good,None
Fremont,3,5549,HY3A91ND726987,Samsung Chromebook,Damaged,None
