School, Room, Asset, Serial Number, Model, Physical Status, Assignment Status
FHS,None,6579,HY3A91BF607082,Samsung Chromebook,Good,Unassigned
FHS,None,6225,0UG99FCF227508,Samsung Chromebook,Good,Unassigned
FHS,None,6538,HY3A91AF604576,Samsung Chromebook,Good,Unassigned
FHS,None,6877,HY3A91AF608858,Samsung Chromebook,Good,Unassigned
FHS,None,6850,HY3A91AF609228,Samsung Chromebook,Good,Unassigned
FHS,None,5143,HY3A91KD746070,Samsung Chromebook,Good,Unassigned
FHS,None,6517,0UG99FBF600104,Samsung Chromebook,Good,Unassigned
FHS,None,6741,HY3A91AF609481,Samsung Chromebook,Good,Unassigned
FHS,None,6702,HY3A91BF607811,Samsung Chromebook,Good,Unassigned
FHS,None,5108,HY3A91KD746093,Samsung Chromebook,Good,Unassigned
FHS,None,7162,HY3A91BF608784,Samsung Chromebook,Good,Unassigned
FHS,None,7218,HY3A91BF607044,Samsung Chromebook,Good,Unassigned
FHS,None,2853,HY3A91MD745887,Samsung Chromebook,Good,Unassigned
FHS,None,7061,HY3A91BF608976,Samsung Chromebook,Good,Unassigned
FHS,None,6759,HY3A91BF608939,Samsung Chromebook,Good,Unassigned
FHS,None,7022,HY3A91BF608727,Samsung Chromebook,Good,Unassigned
FHS,None,6584,HY3A91BF608981,Samsung Chromebook,Good,Unassigned
FHS,None,7280,HY3A91BF708449,Samsung Chromebook,Good,Unassigned
FHS,None,7057,HY3A91AF608825,Samsung Chromebook,Good,Unassigned
FHS,None,7570,HY3A91HF800232,Samsung Chromebook,Good,Unassigned
FHS,None,6524,HY3A91AF609006,Samsung Chromebook,Good,Unassigned
FHS,None,6458,HY3A91BF608565,Samsung Chromebook,Good,Unassigned
FHS,None,6791,HY3A91BF608979,Samsung Chromebook,Good,Unassigned
FHS,None,4038,HY3A91JD704346,Samsung Chromebook,Good,Unassigned
FHS,None,2882,HY3A91MD745834,Samsung Chromebook,Good,Unassigned
FHS,None,2759,HY3A91ND212170,Samsung Chromebook,Good,Unassigned
FHS,None,6173,0UG99FCF226817,Samsung Chromebook,Good,Unassigned
FHS,None,6223,0UG99FCF231650,Samsung Chromebook,Good,Unassigned
FHS,None,6251,0UG99FCF226809,Samsung Chromebook,Good,Unassigned
FHS,None,5880,HY3A91KD745971,Samsung Chromebook,Good,Unassigned
FHS,None,7135,HY3A91BF608853,Samsung Chromebook,Good,Unassigned
FHS,None,2762,HY3A91ND212295,Samsung Chromebook,Good,Unassigned
FHS,None,6595,HY3A91BF607804,Samsung Chromebook,Good,Unassigned
FHS,None,2741,HY3A91ND212399,Samsung Chromebook,Good,Unassigned
FHS,None,2770,HY3A91ND212063,Samsung Chromebook,Good,Unassigned
FHS,None,6875,HY3A91AF608621,Samsung Chromebook,Good,Unassigned
FHS,None,5567,HY3A91JD704357,Samsung Chromebook,Good,Unassigned
FHS,None,7272,0UG99FBF703213,Samsung Chromebook,Good,Unassigned
FHS,None,2798,HY3A91ND212480,Samsung Chromebook,Good,Unassigned
FHS,None,2804,HY3A91ND212194,Samsung Chromebook,Good,Unassigned
FHS,None,6817,HY3A91AF609105,Samsung Chromebook,Good,Unassigned
FHS,None,2787,HY3A91ND212136,Samsung Chromebook,Good,Unassigned
FHS,None,6465,HY3A91BF607557,Samsung Chromebook,Good,Unassigned
FHS,None,7082,HY3A91BF608390,Samsung Chromebook,Good,Unassigned
FHS,None,7219,HY3A91BF609022,Samsung Chromebook,Good,Unassigned
FHS,None,7156,HY3A91AF608668,Samsung Chromebook,Good,Unassigned
FHS,None,6679,HY3A91BF609102,Samsung Chromebook,Good,Unassigned
FHS,None,6653,HY3A91BF608922,Samsung Chromebook,Good,Unassigned
FHS,None,7528,HY3A91HF800031,Samsung Chromebook,Good,Unassigned
FHS,None,2743,HY3A91ND212058,Samsung Chromebook,Good,Unassigned
FHS,None,5634,HY3A91AF210008,Samsung Chromebook,Good,Unassigned
FHS,None,2751,HY3A91ND212064,Samsung Chromebook,Good,Unassigned
FHS,None,7078,HY3A91BF608446,Samsung Chromebook,Good,Unassigned
FHS,None,5637,HY3A91AF209866,Samsung Chromebook,Good,Unassigned
FHS,None,6480,HY3A91AF607962,Samsung Chromebook,Good,Unassigned
FHS,None,2803,HY3A91ND212470,Samsung Chromebook,Good,Unassigned
FHS,None,6888,HY3A91BF608883,Samsung Chromebook,Good,Unassigned
FHS,None,7070,HY3A91AF608953,Samsung Chromebook,Good,Unassigned
FHS,None,6285,HY3A91AF413160,Samsung Chromebook,Good,Unassigned
FHS,None,6856,HY3A91AF609224,Samsung Chromebook,Good,Unassigned
FHS,None,7064,HY3A91BF609083,Samsung Chromebook,Good,Unassigned
FHS,None,6506,HY3A91BF607143,Samsung Chromebook,Good,Unassigned
FHS,None,6882,HY3A91AF608932,Samsung Chromebook,Good,Unassigned
FHS,None,6762,HY3A91BF608670,Samsung Chromebook,Good,Unassigned
FHS,None,6681,HY3A91AF608691,Samsung Chromebook,Good,Unassigned
FHS,None,6682,HY3A91AF608902,Samsung Chromebook,Good,Unassigned
FHS,None,5631,HY3A91AF209938,Samsung Chromebook,Good,Unassigned
FHS,None,2749,HY3A91ND212076,Samsung Chromebook,Good,Unassigned
FHS,None,6423,HY3A91AF609269,Samsung Chromebook,Good,Unassigned
FHS,None,5101,HY3A91KD745822,Samsung Chromebook,Good,Unassigned
FHS,None,6346,HY3A91AF415420,Samsung Chromebook,Good,Unassigned
FHS,None,7266,HY3A91BF708516,Samsung Chromebook,Good,Unassigned
FHS,None,5857,HY3A91KD746046,Samsung Chromebook,Good,Unassigned
FHS,None,6728,HY3A91AF609104,Samsung Chromebook,Good,Unassigned
FHS,None,6734,HY3A91AF609159,Samsung Chromebook,Good,Unassigned
FHS,None,5135,HY3A91JD704246,Samsung Chromebook,Good,Unassigned
FHS,None,2785,HY3A91ND212485,Samsung Chromebook,Good,Unassigned
FHS,None,6560,0UG99FCF601862,Samsung Chromebook,Good,Unassigned
FHS,None,2742,HY3A91ND212395,Samsung Chromebook,Good,Unassigned
FHS,None,7159,HY3A91BF608635,Samsung Chromebook,Good,Unassigned
FHS,None,5858,HY3A91KD745843,Samsung Chromebook,Good,Unassigned
FHS,None,7021,HY3A91BF608971,Samsung Chromebook,Good,Unassigned
FHS,None,6714,HY3A91AF609199,Samsung Chromebook,Good,Unassigned
FHS,None,7593,HY3A91ND212331,Samsung Chromebook,Good,Unassigned
FHS,None,6769,HY3A91AF609016,Samsung Chromebook,Good,Unassigned
FHS,None,5869,HY3A91KD745990,Samsung Chromebook,Good,Unassigned
FHS,None,6695,HY3A91BF607675,Samsung Chromebook,Good,Unassigned
FHS,None,8489,G5NXCX04E95422E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8412,G5NXCX04336121G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8410,G5NXCX04286621F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,6620,0UG99FBF600348,Samsung Chromebook,Good,Unassigned
FHS,None,8446,G5NXCX04F10122C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8447,G5NXCX04F10522E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8448,G5NXCX04F08422C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8449,G5NXCX04F11122A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8445,G5NXCX04F108224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8703,G5NXCX04E577222,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8702,G5NXCX04E985226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8701,G5NXCX04F04022B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,7958,G5NXCX00P00518B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8700,G5NXCX042515213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8704,G5NXCX04E900226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8745,G5NXCX042617219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8747,G5NXCX04262821B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8748,G5NXCX04245021D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8455,G5NXCX04341221B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8749,G5NXCX042595216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8640,G5NXCX04260121D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8641,G5NXCX042592212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8642,G5NXCX04257921A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8643,G5NXCX04259021C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8644,G5NXCX04249321B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8454,G5NXCX04F187226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8453,G5NXCX04F14022B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8452,G5NXCX04F13022F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8451,G5NXCX04F179228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8450,G5NXCX04F16922A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8790,G5NXCX03P94521A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8791,G5NXCX042567214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8792,G5NXCX04255621E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8793,G5NXCX042534217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8535,G5NXCX04F19922F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8536,G5NXCX04F20222G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8537,G5NXCX04F19122A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8538,G5NXCX04F203229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8539,G5NXCX04E70222B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8615,G5NXCX043071212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8616,G5NXCX043391212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8617,G5NXCX042966217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8618,G5NXCX04337821E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8619,G5NXCX04296121C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8630,G5NXCX04F06322E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8631,G5NXCX04F067222,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8632,G5NXCX04F065226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8633,G5NXCX04E893226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8634,G5NXCX04F078223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8480,G5NXCX04F054223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8481,G5NXCX04F05122E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8482,G5NXCX04F04822E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8483,G5NXCX04F034228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8484,G5NXCX04F047224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8575,G5NXCX04335321B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8576,G5NXCX04322421G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8577,G5NXCX042933217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8578,G5NXCX043400218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8579,G5NXCX043252211,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8425,G5NXCX042492213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8426,G5NXCX042479217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8427,G5NXCX042507216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8428,G5NXCX04250921E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8429,G5NXCX042539218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8566,G5NXCX042449217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8568,G5NXCX04245921D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8560,G5NXCX042470216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8569,G5NXCX04F099222,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8561,G5NXCX04F094225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8562,G5NXCX04F106226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8563,G5NXCX04F118225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8564,G5NXCX04F10222D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8460,G5NXCX03R706216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8465,G5NXCX04304021B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8461,G5NXCX03R948217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8462,G5NXCX03N54021B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8463,G5NXCX03R564216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8464,G5NXCX03N426212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8691,G5NXCX04E95322C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8692,G5NXCX04F031227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8693,G5NXCX04F032220,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8694,G5NXCX042588210,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8625,G5NXCX04F137224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8626,G5NXCX04F131225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8627,G5NXCX04F13922E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8628,G5NXCX04F144227,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8629,G5NXCX04F147226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8725,G5NXCX04257821A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8728,G5NXCX042453216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8727,G5NXCX04258421A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8729,G5NXCX04245421D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8530,G5NXCX042635211,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8531,G5NXCX042624217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8533,G5NXCX042637214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8534,G5NXCX042643213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8405,G5NXCX04E90322E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8406,G5NXCX04F092226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8804,G5NXCX04258521A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8408,G5NXCX04E62722B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8409,G5NXCX04F082225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8775,G5NXCX04293521G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8776,G5NXCX043398217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8777,G5NXCX04250821E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8778,G5NXCX043403216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8779,G5NXCX043262217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,7960,G5NXCX03S259217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8638,G5NXCX04253821D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8766,G5NXCX043336215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8767,G5NXCX04294321E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8768,G5NXCX043352216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8795,G5NXCX042463219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8769,G5NXCX04333121C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8595,G5NXCX043437218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8596,G5NXCX04343421F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8597,G5NXCX043425213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8599,G5NXCX043062213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8555,G5NXCX042557216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8556,G5NXCX04252921A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8557,G5NXCX04253221C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8558,G5NXCX04254821C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8559,G5NXCX042537210,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8439,G5NXCX042477217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8437,G5NXCX042486216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8436,G5NXCX04247121B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8435,G5NXCX04245121A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8585,G5NXCX04E92422H,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8586,G5NXCX04E974225,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8587,G5NXCX04E979228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8588,G5NXCX04E972223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8589,G5NXCX04E993224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8680,G5NXCX042571215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8681,G5NXCX04244721C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8682,G5NXCX042495213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8683,G5NXCX04246721C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8684,G5NXCX042475219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8665,G5NXCX04E68922A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8666,G5NXCX04E679224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8667,G5NXCX04E691221,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8466,G5NXCX042951218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8668,G5NXCX04E69022E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8467,G5NXCX04269021E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8669,G5NXCX04F07922H,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8475,G5NXCX043319217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8476,G5NXCX043307219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8477,G5NXCX042974215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8478,G5NXCX04296221B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8479,G5NXCX04333821A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8750,G5NXCX04247321D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8751,G5NXCX042609212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8752,G5NXCX042480218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8753,G5NXCX042598219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8754,G5NXCX04257621B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8440,G5NXCX042619218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,7957,G5NXCX00P053188,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8441,G5NXCX042616219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8442,G5NXCX04261321C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8443,G5NXCX04261821E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8444,G5NXCX042621217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8655,G5NXCX04261221A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8656,G5NXCX042487212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8657,G5NXCX04334521B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8658,G5NXCX042608218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8659,G5NXCX043362218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8540,G5NXCX043239213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8542,G5NXCX043257214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8543,G5NXCX03P62821B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8685,G5NXCX04246921A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8544,G5NXCX03R819216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8760,G5NXCX04E77322C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8761,G5NXCX04F027226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8762,G5NXCX04F025226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8763,G5NXCX04F022229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8764,G5NXCX04F030226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8605,G5NXCX04282821A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8606,G5NXCX042552219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8607,G5NXCX04321921H,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8608,G5NXCX04319321A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8609,G5NXCX042572215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8695,G5NXCX04E899223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8696,G5NXCX042589218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8697,G5NXCX042586216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8698,G5NXCX042582213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8699,G5NXCX04F04122A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8635,G5NXCX042528214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8636,G5NXCX042516219,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8637,G5NXCX042511217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8421,G5NXCX042685216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8431,G5NXCX042991217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8798,G5NXCX04248221A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8721,G5NXCX04266121F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8722,G5NXCX043409218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8723,G5NXCX043417218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8724,G5NXCX04E442229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8715,G5NXCX04E52622D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8716,G5NXCX04F053228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8717,G5NXCX04F088229,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8718,G5NXCX04F09622H,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8719,G5NXCX04341821B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8645,G5NXCX04263921A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8646,G5NXCX042649217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,7961,G5NXCX03S28821F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8647,G5NXCX042646216,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8469,G5NXCX043387212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8648,G5NXCX042645218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8649,G5NXCX04264221G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8660,G5NXCX043416212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8661,G5NXCX04334121A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8662,G5NXCX04F06422G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8663,G5NXCX04F060223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8664,G5NXCX042936218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8650,G5NXCX04F072224,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8651,G5NXCX04F05622D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8652,G5NXCX04259621A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8653,G5NXCX04254521C,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8654,G5NXCX04F052222,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8705,G5NXCX042558212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8706,G5NXCX042573214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8707,G5NXCX04254021B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8708,G5NXCX04254921F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8709,G5NXCX04254421D,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8670,G5NXCX04F07622F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8671,G5NXCX04E686226,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8672,G5NXCX04F057228,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8673,G5NXCX04F062223,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8674,G5NXCX042483217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8500,G5NXCX042455214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8501,G5NXCX04246121G,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8502,G5NXCX043382213,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8503,G5NXCX042655215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8504,G5NXCX043457217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8620,G5NXCX042457217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8621,G5NXCX043052212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8622,G5NXCX04324321A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8623,G5NXCX04289521A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8624,G5NXCX03N720218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8515,G5NXCX04342021A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8516,G5NXCX04337421A,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8517,G5NXCX043408218,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8518,G5NXCX043422214,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8519,G5NXCX043421215,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8590,G5NXCX04E93022E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8591,G5NXCX04249821E,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8592,G5NXCX042474211,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8593,G5NXCX042501217,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8594,G5NXCX042490210,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8490,G5NXCX04294621B,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8491,G5NXCX043383212,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8492,G5NXCX04338821F,ASUS Chromebook C202SA,Good,Unassigned
FHS,None,8493,G5NXCX043377219,ASUS Chromebook C202SA,Good,Unassigned
